Link ID,Cable Type,Outlet Type,Cable Length,Cross-Connect Hardware Type,Service Record
2HW01-42:01/PHHW01-1:01,ARCFLEX FLEX6Cable,"8-position, modular, cat 6, T568B",,24-port modulat cat6 T568B,
